#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_4058823 flag=1 multi=43.0000 len=3009	22.1223	3009	0.6138	100.0000	3009	248	270	0.6210	21	8.49
k127_4099031 flag=1 multi=48.0000 len=2836	8.0120	2836	0.5547	97.9901	2779	88	87	0.5315	8	4.18
k127_4134517 flag=1 multi=22.0000 len=3875	9.0692	3875	0.5535	100.0000	3875	138	132	0.5473	8	4.56
k127_4142302 flag=1 multi=33.0000 len=10380	13.3825	10380	0.5514	100.0000	10380	514	526	0.5486	12	7.26
k127_4196331 flag=1 multi=41.0000 len=5495	12.5106	5495	0.5667	99.6906	5478	270	266	0.5637	11	6.92
k127_4213650 flag=1 multi=44.0022 len=9311	23.1186	9311	0.5617	100.0000	9311	575	564	0.5582	23	9.07
k127_4220668 flag=1 multi=22.0000 len=7734	11.2891	7734	0.5875	99.7285	7713	325	333	0.5827	10	6.93
k127_4228823 flag=1 multi=46.0000 len=4489	14.8516	4489	0.5413	100.0000	4489	250	269	0.5546	11	12.02
k127_4253528 flag=1 multi=26.0000 len=11131	11.6447	11131	0.5256	99.9820	11129	471	464	0.5179	11	4.71
k127_4256593 flag=1 multi=37.0000 len=7169	11.8901	7169	0.5877	100.0000	7169	316	336	0.5707	11	7.33
k127_4311350 flag=1 multi=25.0000 len=5272	8.7022	5272	0.5819	98.3118	5183	167	187	0.5727	7	6.30
k127_4325380 flag=1 multi=24.0042 len=8755	11.1478	8755	0.5917	99.3718	8700	375	388	0.5786	11	5.68
k127_4373287 flag=0 multi=20.0000 len=4133	10.4537	4133	0.5720	100.0000	4133	161	165	0.5467	9	6.58
k127_4391928 flag=1 multi=22.0000 len=3616	11.7583	3616	0.5556	100.0000	3616	170	164	0.5562	11	6.97
k127_4402070 flag=1 multi=20.0000 len=4658	10.8435	4658	0.5917	99.0554	4614	195	198	0.5842	10	5.80
k127_4409331 flag=1 multi=28.2456 len=11658	3.7337	11658	0.5726	48.0614	5603	176	180	0.6327	0	6.10
k127_4422828 flag=1 multi=27.0000 len=5079	15.7297	5079	0.5566	98.0311	4979	303	313	0.5713	13	10.54
k127_4435492 flag=1 multi=23.5194 len=4578	15.1946	4578	0.5688	98.8641	4526	255	265	0.5640	13	8.78
k127_4442726 flag=1 multi=20.0000 len=4322	13.0458	4322	0.5500	99.9075	4318	209	218	0.5477	11	9.87
k127_4518315 flag=1 multi=31.0000 len=3666	2.3434	3666	0.5709	54.3372	1992	31	36	0.5700	1	3.86
k127_4535020 flag=1 multi=20.0000 len=17014	12.7392	17014	0.5790	100.0000	17014	817	871	0.5727	12	7.49
k127_4535234 flag=0 multi=44.0197 len=16843	15.6781	16843	0.5546	99.6497	16784	996	1025	0.5517	12	11.35
k127_4572864 flag=1 multi=16.0000 len=2558	6.9292	2558	0.5895	99.8436	2554	71	66	0.5644	7	3.09
k127_4610445 flag=1 multi=25.0000 len=5425	9.3985	5425	0.5545	97.8802	5310	204	194	0.5419	10	4.42
k127_4628070 flag=1 multi=27.0000 len=4355	16.4583	4355	0.5846	100.0000	4355	288	283	0.5937	13	11.77
k127_4654075 flag=1 multi=36.0157 len=8420	13.5751	8420	0.5329	99.9762	8418	428	431	0.5412	11	10.16
k127_4706062 flag=1 multi=34.0000 len=3455	10.5071	3455	0.5818	100.0000	3455	138	141	0.5768	8	7.61
k127_4707373 flag=1 multi=28.0000 len=22964	13.5025	22964	0.5698	99.9216	22946	1188	1174	0.5624	13	6.88
k127_4707453 flag=1 multi=43.0000 len=7875	12.3921	7875	0.5893	99.7079	7852	378	391	0.5823	11	7.34
k127_4762403 flag=1 multi=51.0000 len=5828	21.3892	5828	0.5786	100.0000	5828	467	485	0.5859	19	11.94
k127_4768796 flag=1 multi=44.0000 len=7470	9.3680	7470	0.5692	99.2637	7415	272	270	0.5586	9	4.98
k127_4827027 flag=1 multi=31.0000 len=6032	14.4007	6032	0.5915	100.0000	6032	350	334	0.5885	11	8.88
k127_4861372 flag=1 multi=28.0000 len=3016	29.5405	3016	0.6015	98.1764	2961	342	336	0.6216	19	30.35
k127_4910420 flag=1 multi=29.0000 len=5213	14.2569	5213	0.5799	99.3862	5181	282	299	0.5739	12	8.57
k127_4912290 flag=0 multi=35.0183 len=4012	14.8116	4012	0.5239	100.0000	4012	227	225	0.5023	14	7.68
k127_4953608 flag=1 multi=31.0000 len=5869	11.3081	5869	0.5780	100.0000	5869	259	266	0.5827	10	7.16
k127_4969447 flag=1 multi=52.0000 len=8576	14.3025	8576	0.5679	100.0000	8576	433	445	0.5502	11	11.27
k127_5011103 flag=1 multi=36.0000 len=4190	14.6026	4190	0.5370	100.0000	4190	239	240	0.5276	13	8.49
k127_5054778 flag=1 multi=24.6430 len=4228	10.3219	4228	0.5563	98.9830	4185	163	163	0.5449	10	4.47
k127_5055654 flag=1 multi=36.0000 len=4574	14.9600	4574	0.5820	98.8850	4523	261	263	0.5869	12	10.66
k127_5086546 flag=1 multi=34.0000 len=4368	23.4783	4368	0.5849	100.0000	4368	381	400	0.5817	23	12.02
k127_5086943 flag=0 multi=45.0000 len=31375	13.7612	31375	0.5502	99.9904	31372	1641	1649	0.5455	12	7.44
k127_5109706 flag=1 multi=18.7539 len=3418	19.2759	3418	0.5907	100.0000	3418	255	267	0.5731	16	12.93
k127_5133803 flag=1 multi=49.1928 len=7597	10.4922	7597	0.5677	98.4336	7478	309	310	0.5470	9	9.03
k127_5167431 flag=1 multi=36.0000 len=18062	16.9385	18062	0.5658	100.0000	18062	1099	1126	0.5659	14	10.12
k127_5282467 flag=1 multi=52.0000 len=4558	13.6957	4558	0.5491	100.0000	4558	204	198	0.5486	13	5.26
k127_5318344 flag=1 multi=26.0000 len=13991	10.9608	13991	0.5615	100.0000	13991	570	568	0.5578	10	6.50
k127_5355343 flag=1 multi=24.0000 len=3942	15.3128	3942	0.5649	100.0000	3942	228	236	0.5619	13	10.14
k127_5513439 flag=1 multi=28.0000 len=8562	18.9794	8562	0.5800	100.0000	8562	612	637	0.5728	17	11.56
k127_5563615 flag=1 multi=22.0000 len=4454	1.3848	4454	0.5451	64.9978	2895	23	23	0.5276	1	1.42
k127_5568898 flag=1 multi=35.0000 len=6721	9.8714	6721	0.5926	99.2709	6672	262	257	0.5804	8	6.14
k127_5576229 flag=1 multi=25.0000 len=8981	10.3661	8981	0.5647	99.4321	8930	352	364	0.5575	10	5.58
k127_5582466 flag=1 multi=63.0000 len=8015	12.1852	8015	0.5855	100.0000	8015	378	394	0.5802	10	8.24
k127_5629675 flag=0 multi=33.0628 len=5797	6.6747	5797	0.5769	89.6498	5197	147	150	0.5562	4	7.51
k127_5669754 flag=1 multi=45.0000 len=19714	15.3691	19714	0.5568	97.9253	19305	1157	1179	0.5521	12	11.82
k127_5682623 flag=1 multi=35.3891 len=4653	11.6604	4653	0.5498	98.3237	4575	209	205	0.5420	11	5.50
k127_5786213 flag=1 multi=24.0000 len=6480	13.9350	6480	0.5787	100.0000	6480	354	353	0.5753	13	7.59
k127_5798859 flag=1 multi=28.4374 len=4103	11.5342	4103	0.5632	98.9520	4060	168	192	0.5714	9	8.71
k127_5807288 flag=1 multi=40.0000 len=20537	18.5610	20537	0.5657	100.0000	20537	1457	1487	0.5649	16	9.57
k127_5826248 flag=1 multi=41.0000 len=7787	14.7304	7787	0.5636	100.0000	7787	433	450	0.5676	12	9.44
k127_5940986 flag=1 multi=33.0000 len=11753	11.9181	11753	0.5645	99.9575	11748	527	541	0.5627	11	6.54
k127_13901 flag=0 multi=98.6422 len=4006	1.5055	4006	0.3455	52.9206	2120	19	24	0.3961	1	2.37
k127_14462 flag=0 multi=44.5467 len=9398	0.2592	9398	0.3296	16.1098	1514	9	9	0.3395	0	0.62
k127_16417 flag=0 multi=185.4832 len=3881	0.6135	3881	0.3772	30.6622	1190	8	11	0.4084	0	1.04
k127_25879 flag=0 multi=56.0000 len=3497	1.2285	3497	0.3846	44.4095	1553	15	17	0.4072	0	1.99
k127_29690 flag=0 multi=44.9719 len=3756	0.4891	3756	0.3666	30.9638	1163	7	7	0.4111	0	0.81
k127_34444 flag=0 multi=58.7269 len=4331	0.3299	4331	0.3738	17.8712	774	6	5	0.4038	0	0.80
k127_34822 flag=0 multi=67.8590 len=8127	2.0637	8127	0.3643	53.0454	4311	60	61	0.3697	1	3.82
k127_55146 flag=0 multi=124.8700 len=6044	1.0240	6044	0.3812	47.7498	2886	23	23	0.3862	0	1.46
k127_55891 flag=0 multi=87.4729 len=10436	0.8048	10436	0.3522	36.9107	3852	30	33	0.3761	0	1.44
k127_87310 flag=0 multi=99.9540 len=6253	0.9563	6253	0.3763	41.2122	2577	22	25	0.4201	0	1.49
k127_101741 flag=0 multi=82.8054 len=9422	2.3127	9422	0.3643	44.4704	4190	78	82	0.4127	0	4.38
k127_121023 flag=0 multi=58.7793 len=8437	0.9307	8437	0.3544	42.6099	3595	27	32	0.3826	0	1.43
k127_123231 flag=0 multi=101.7417 len=10893	0.7325	10893	0.3727	36.3169	3956	28	30	0.3914	0	1.41
k127_125279 flag=0 multi=91.9066 len=4836	0.6772	4836	0.3737	26.9438	1303	12	12	0.3826	0	1.32
k127_126022 flag=0 multi=60.0000 len=7118	2.9428	7118	0.3758	51.5875	3672	69	80	0.3952	1	5.27
k127_161792 flag=0 multi=58.8625 len=7649	0.4202	7649	0.3606	28.1344	2152	11	12	0.3598	0	0.76
k127_164498 flag=0 multi=129.0826 len=17666	1.1444	17666	0.3647	44.7073	7898	73	78	0.3786	0	1.87
k127_167964 flag=0 multi=81.0596 len=3968	0.7190	3968	0.3498	26.9405	1069	10	11	0.3787	0	1.59
k127_169559 flag=0 multi=44.8910 len=3926	1.5476	3926	0.3230	35.5833	1397	21	23	0.3666	0	4.36
k127_188398 flag=1 multi=57.9993 len=10055	1.7382	10055	0.3777	56.2705	5658	66	65	0.3820	1	2.79
k127_196324 flag=0 multi=58.1840 len=9334	0.4415	9334	0.3533	27.3088	2549	14	17	0.3509	0	0.83
k127_197872 flag=0 multi=100.5562 len=12343	1.4581	12343	0.3673	49.6557	6129	66	67	0.3862	0	2.26
k127_234119 flag=0 multi=92.1564 len=15964	0.7356	15964	0.3485	41.0110	6547	40	45	0.3662	0	1.03
k127_251229 flag=0 multi=52.9920 len=9513	0.6084	9513	0.3578	28.4032	2702	23	20	0.3975	0	1.21
k127_254987 flag=0 multi=185.6459 len=2869	0.8006	2869	0.3702	50.9934	1463	9	9	0.3822	1	0.91
k127_256618 flag=0 multi=67.0459 len=10687	0.4820	10687	0.3389	28.8013	3078	16	22	0.3596	0	0.84
k127_262247 flag=0 multi=127.3457 len=5881	0.6252	5881	0.3673	37.5446	2208	14	14	0.3788	0	0.93
k127_265886 flag=0 multi=58.2574 len=3818	1.3057	3818	0.3724	39.4185	1505	19	18	0.4183	0	2.73
k127_291604 flag=1 multi=58.8365 len=9298	0.6035	9298	0.3514	30.2538	2813	22	21	0.3898	0	1.07
k127_306542 flag=0 multi=65.0625 len=7180	0.6501	7180	0.3588	35.8774	2576	17	19	0.3785	0	1.09
k127_317548 flag=0 multi=140.1355 len=8471	0.6034	8471	0.3455	26.8681	2276	18	19	0.3420	0	1.30
k127_321145 flag=0 multi=113.5948 len=8863	0.9325	8863	0.3679	42.6831	3783	31	30	0.3768	0	1.45
k127_324325 flag=0 multi=110.4819 len=5433	0.8813	5433	0.3514	42.0762	2286	16	18	0.3779	0	1.28
k127_327360 flag=0 multi=88.0000 len=8514	0.7447	8514	0.3710	44.3740	3778	24	24	0.3785	0	1.01
k127_346111 flag=0 multi=135.0606 len=5787	0.8529	5787	0.3439	43.9952	2546	20	17	0.3722	0	1.27
k127_358999 flag=0 multi=133.0816 len=6858	0.6407	6858	0.3635	32.5605	2233	16	16	0.4010	0	1.06
k127_362819 flag=1 multi=53.7210 len=8225	1.0441	8225	0.3638	43.5623	3583	32	31	0.3940	0	1.69
k127_375934 flag=0 multi=52.0300 len=9495	0.9906	9495	0.3808	47.7725	4536	27	44	0.4045	0	1.45
k127_381156 flag=0 multi=60.2371 len=3835	0.7867	3835	0.3445	39.6349	1520	10	13	0.4041	0	1.23
k127_384499 flag=1 multi=88.7551 len=25749	1.3181	25749	0.3639	46.0445	11856	122	128	0.3859	0	2.17
k127_397875 flag=0 multi=66.5675 len=5265	0.6746	5265	0.3510	31.2441	1645	14	13	0.3955	0	1.22
k127_408296 flag=0 multi=94.7638 len=4288	1.7703	4288	0.3475	48.2276	2068	27	30	0.3749	0	2.56
k127_416025 flag=0 multi=61.0270 len=19352	0.7302	19352	0.3626	34.5907	6694	57	49	0.3825	0	1.36
k127_422457 flag=0 multi=55.0800 len=5715	1.1834	5715	0.3486	46.7367	2671	22	26	0.3714	0	1.70
k127_449837 flag=0 multi=63.0000 len=3973	0.3700	3973	0.3312	27.0828	1076	5	7	0.3572	0	0.66
k127_454448 flag=0 multi=98.3100 len=15677	0.6608	15677	0.3526	27.5180	4314	39	38	0.3710	0	1.41
k127_459771 flag=0 multi=101.7639 len=19446	0.7331	19446	0.3602	35.9766	6996	52	56	0.3762	0	1.19
k127_469989 flag=0 multi=58.5131 len=2908	0.8838	2908	0.3446	47.9711	1395	8	11	0.3661	0	1.24
k127_471439 flag=0 multi=85.3644 len=6276	1.0768	6276	0.3770	45.6342	2864	22	30	0.3892	0	1.56
k127_498040 flag=0 multi=48.4274 len=3945	0.4190	3945	0.3090	22.2814	879	7	6	0.3275	0	0.92
k127_506347 flag=0 multi=63.9861 len=4793	0.4459	4793	0.3353	25.0574	1201	8	9	0.3346	0	0.84
k127_509696 flag=0 multi=120.7341 len=11576	0.8028	11576	0.3620	38.5194	4459	37	35	0.3810	0	1.47
k127_519519 flag=0 multi=58.2228 len=8331	0.8509	8331	0.3606	43.8363	3652	24	28	0.3835	0	1.22
k127_549244 flag=0 multi=67.1819 len=3672	0.8086	3672	0.3396	31.4270	1154	10	11	0.3370	0	1.68
k127_562769 flag=0 multi=65.0205 len=2666	13.5960	2666	0.3661	100.0000	2666	136	135	0.3714	13	4.31
k127_565002 flag=0 multi=67.5138 len=8151	0.5104	8151	0.3358	29.4565	2401	16	16	0.3659	0	0.88
k127_587153 flag=0 multi=70.1279 len=9260	6.3199	9260	0.3848	84.2549	7802	213	205	0.3961	5	5.87
k127_590481 flag=0 multi=59.0000 len=7242	0.5598	7242	0.3393	34.4104	2492	16	15	0.3442	0	0.89
k127_600532 flag=1 multi=90.9838 len=19186	0.9221	19186	0.3516	38.5072	7388	67	69	0.3731	0	1.76
k127_631377 flag=1 multi=81.8045 len=3272	0.6455	3272	0.3542	26.6809	873	12	4	0.3987	0	1.43
k127_634525 flag=0 multi=56.0793 len=7286	2.4093	7286	0.3735	54.7488	3989	61	69	0.4350	1	3.89
k127_645997 flag=0 multi=111.7514 len=17189	1.2781	17189	0.3531	45.6106	7840	85	82	0.4055	0	2.63
k127_650341 flag=0 multi=77.7797 len=7748	0.4970	7748	0.3598	31.9050	2472	14	15	0.3786	0	0.82
k127_653100 flag=1 multi=55.6985 len=3046	1.6619	3046	0.3247	41.5299	1265	17	17	0.4070	0	3.03
k127_653164 flag=0 multi=105.3968 len=12707	0.5364	12707	0.3427	32.5647	4138	25	25	0.3544	0	0.87
k127_660142 flag=0 multi=90.0000 len=3776	0.9134	3776	0.3599	43.6176	1647	13	13	0.3917	0	1.28
k127_666765 flag=0 multi=75.0000 len=10754	1.1094	10754	0.3485	44.6625	4803	46	44	0.3729	0	1.93
k127_669465 flag=0 multi=63.0000 len=3626	1.5659	3626	0.3679	39.5477	1434	19	20	0.3699	0	3.18
k127_693586 flag=0 multi=58.8832 len=2994	0.2829	2994	0.3183	15.5979	467	3	3	0.3164	0	0.68
k127_695571 flag=0 multi=65.2507 len=6406	0.4913	6406	0.3437	21.7608	1394	10	13	0.3784	0	1.09
k127_701473 flag=0 multi=54.5983 len=3592	0.6425	3592	0.3583	35.6347	1280	9	8	0.3650	0	0.96
k127_712518 flag=0 multi=62.1790 len=2770	0.2224	2770	0.3523	9.9278	275	2	2	0.3748	0	0.71
k127_717629 flag=0 multi=89.0000 len=2901	1.5905	2901	0.3709	78.0421	2264	19	18	0.3853	2	1.29
k127_773565 flag=0 multi=53.8268 len=5954	0.6579	5954	0.3601	31.0715	1850	14	16	0.3893	0	1.17
k127_775607 flag=0 multi=58.4888 len=5223	1.0747	5223	0.3885	56.2321	2937	22	18	0.4044	1	1.25
k127_786688 flag=0 multi=60.7673 len=17801	0.7210	17801	0.3470	35.3688	6296	45	48	0.3695	0	1.20
k127_819573 flag=0 multi=67.9744 len=3841	1.3731	3841	0.3606	56.3135	2163	16	22	0.3638	1	1.61
k127_821959 flag=0 multi=129.5965 len=9863	0.8843	9863	0.3665	39.0753	3854	35	32	0.3979	0	1.38
k127_828199 flag=0 multi=76.2798 len=15083	1.1549	15083	0.3524	45.7800	6905	63	67	0.3559	0	1.74
k127_836320 flag=0 multi=145.8306 len=2796	9.1574	2796	0.3283	100.0000	2796	98	93	0.3542	8	4.21
k127_858768 flag=0 multi=141.6807 len=3447	0.5416	3447	0.3493	33.7105	1162	6	7	0.3589	0	0.90
k127_863563 flag=0 multi=74.0817 len=4459	0.6057	4459	0.3539	32.9895	1471	10	10	0.3626	0	0.97
k127_879203 flag=1 multi=72.8941 len=5753	0.6073	5753	0.3445	33.1132	1905	13	13	0.3589	0	1.06
k127_881334 flag=0 multi=124.1333 len=5513	0.9621	5513	0.3343	48.8300	2692	20	22	0.3670	0	1.37
k127_883837 flag=0 multi=48.7869 len=3942	1.0835	3942	0.3742	38.4576	1516	14	18	0.3758	0	1.86
k127_926889 flag=0 multi=101.0434 len=3309	0.7996	3309	0.3693	46.9326	1553	9	9	0.3807	0	1.14
k127_937701 flag=0 multi=70.8590 len=14302	0.5836	14302	0.3553	30.7370	4396	30	30	0.3743	0	1.14
k127_945632 flag=0 multi=70.5839 len=4607	0.7137	4607	0.3792	41.7191	1922	12	12	0.3903	0	0.98
k127_954953 flag=0 multi=115.8181 len=4491	0.8922	4491	0.3554	40.0579	1799	17	14	0.3566	0	1.39
k127_970733 flag=0 multi=67.2390 len=7007	0.9094	7007	0.3589	35.7071	2502	24	23	0.4169	0	1.60
k127_971456 flag=0 multi=62.6016 len=3724	0.4815	3724	0.3571	28.0075	1043	6	7	0.3202	0	1.01
k127_990909 flag=0 multi=60.7382 len=5512	0.3737	5512	0.3086	26.1430	1441	7	8	0.3338	0	0.68
k127_991960 flag=0 multi=116.3574 len=4436	0.6576	4436	0.3584	39.9684	1773	11	11	0.3933	0	0.92
k127_995992 flag=1 multi=48.0426 len=12775	0.9570	12775	0.3401	42.3092	5405	43	46	0.3593	0	1.55
k127_998615 flag=0 multi=74.0547 len=2776	0.2003	2776	0.3462	14.8415	412	2	2	0.3363	0	0.51
k127_1013471 flag=0 multi=61.5870 len=12270	0.6303	12270	0.3589	33.6267	4126	31	26	0.3835	0	1.07
k127_1033388 flag=0 multi=65.0000 len=6035	0.4724	6035	0.3380	18.9892	1146	11	10	0.3868	0	1.21
k127_1033809 flag=1 multi=65.0000 len=4587	0.3242	4587	0.3767	20.5145	941	4	7	0.3429	0	0.70
k127_1034391 flag=0 multi=73.6972 len=25715	1.9453	25715	0.3543	88.4814	22753	111	110	0.3877	1	2.73
k127_1045040 flag=0 multi=99.5455 len=24024	0.7212	24024	0.3506	37.8288	9088	61	70	0.3744	0	1.20
k127_1063543 flag=0 multi=80.9459 len=4842	0.5991	4842	0.3519	33.2301	1609	12	13	0.3713	0	1.02
k127_1085175 flag=0 multi=76.3244 len=5818	0.6378	5818	0.3651	38.2949	2228	13	14	0.3665	0	0.94
k127_1095590 flag=0 multi=62.0173 len=6207	0.9290	6207	0.3357	36.3783	2258	25	18	0.3557	0	2.67
k127_1102235 flag=0 multi=98.7380 len=4432	0.4267	4432	0.3382	23.0596	1022	7	7	0.3563	0	0.89
k127_1117416 flag=0 multi=59.1279 len=5804	0.5272	5804	0.3549	28.4459	1651	10	12	0.3795	0	1.03
k127_1126383 flag=0 multi=99.3337 len=5730	0.6791	5730	0.3506	44.2583	2536	15	16	0.3619	0	0.84
k127_1134553 flag=0 multi=52.0054 len=4004	0.2747	4004	0.3704	21.8531	875	4	4	0.3937	0	0.56
k127_1142230 flag=0 multi=121.9990 len=3176	1.0708	3176	0.3618	47.9849	1524	13	13	0.3670	0	1.48
k127_1147151 flag=0 multi=53.0081 len=8799	0.7650	8799	0.3721	40.5614	3569	25	26	0.3730	0	1.21
k127_1147718 flag=0 multi=47.1926 len=3269	0.0887	3269	0.3273	6.3934	209	1	1	0.3517	0	0.36
k127_1195938 flag=0 multi=200.2656 len=6777	0.7396	6777	0.3683	35.8123	2427	18	21	0.3814	0	1.23
k127_1196052 flag=0 multi=61.0000 len=5180	0.9645	5180	0.3504	45.0772	2335	17	19	0.3812	0	1.46
k127_1197053 flag=0 multi=84.5392 len=7584	0.5059	7584	0.3555	30.5248	2315	13	14	0.3684	0	0.81
k127_1207994 flag=0 multi=84.4512 len=9852	1.0219	9852	0.3510	43.3618	4272	38	37	0.3866	0	1.58
k127_1212937 flag=0 multi=66.5329 len=3835	0.5990	3835	0.3523	31.4211	1205	8	9	0.3582	0	1.03
k127_1218800 flag=1 multi=60.1937 len=5296	0.5576	5296	0.3486	37.1412	1967	10	12	0.3775	0	0.79
k127_1233764 flag=0 multi=61.2066 len=5583	0.2642	5583	0.3717	18.7354	1046	5	6	0.3950	0	0.59
k127_1240445 flag=0 multi=69.8043 len=11714	0.6466	11714	0.3702	35.5387	4163	28	29	0.3666	0	1.06
k127_1240972 flag=0 multi=58.4498 len=6068	0.7334	6068	0.3876	38.2828	2323	16	16	0.4047	0	1.18
k127_1243527 flag=0 multi=50.1130 len=5014	10.1927	5014	0.3558	100.0000	5014	183	186	0.3776	10	4.31
k127_1249181 flag=0 multi=50.9826 len=3173	2.7939	3173	0.3665	83.6117	2653	34	31	0.3734	2	3.15
k127_1249391 flag=0 multi=71.0000 len=3739	0.3988	3739	0.3496	24.1241	902	6	5	0.3612	0	0.74
k127_1279635 flag=0 multi=74.6868 len=4849	1.7249	4849	0.3520	48.9792	2375	29	31	0.3530	0	3.08
k127_1293328 flag=1 multi=61.0723 len=4333	0.7417	4333	0.3533	30.7870	1334	13	12	0.3735	0	1.42
k127_1306608 flag=0 multi=52.5172 len=18647	0.5169	18647	0.3406	30.6752	5720	38	36	0.3634	0	0.90
k127_1310277 flag=0 multi=54.3584 len=5510	1.1613	5510	0.3630	43.9927	2424	21	24	0.4099	0	2.52
k127_1321683 flag=0 multi=105.2113 len=14872	1.0070	14872	0.3632	41.5680	6182	54	58	0.3848	0	1.75
k127_1335544 flag=0 multi=76.9855 len=6949	1.0245	6949	0.3549	42.0780	2924	24	28	0.3552	0	1.71
k127_1362359 flag=0 multi=81.4856 len=5638	0.5089	5638	0.3572	31.6779	1786	10	12	0.3916	0	0.84
k127_1369487 flag=0 multi=108.9417 len=4069	0.5304	4069	0.3453	33.7429	1373	9	8	0.3749	0	0.88
k127_1370586 flag=0 multi=91.0000 len=2754	0.6532	2754	0.3624	29.0850	801	6	7	0.3556	0	1.16
k127_1374630 flag=0 multi=55.5751 len=3048	1.4026	3048	0.3261	48.2612	1471	14	17	0.3625	0	2.31
k127_1385125 flag=0 multi=72.9976 len=6440	1.4121	6440	0.3492	46.8944	3020	30	37	0.3872	0	2.50
k127_1386515 flag=0 multi=42.1401 len=3474	0.1975	3474	0.3664	14.3351	498	3	2	0.4229	0	0.52
k127_1404878 flag=0 multi=75.0000 len=4525	0.8331	4525	0.3684	42.9834	1945	11	16	0.3992	0	1.32
k127_1425309 flag=0 multi=53.4627 len=7545	0.5743	7545	0.3515	26.4679	1997	15	18	0.3721	0	1.20
k127_1453187 flag=0 multi=57.9571 len=5560	3.6005	5560	0.3597	71.7086	3987	68	81	0.3898	2	4.40
k127_1454079 flag=0 multi=55.7965 len=3597	1.1479	3597	0.3347	49.9027	1795	14	16	0.3575	0	1.58
k127_1467451 flag=0 multi=124.3854 len=8444	1.3068	8444	0.3677	49.2421	4158	40	45	0.3933	0	2.08
k127_1478581 flag=0 multi=104.6877 len=5962	0.5837	5962	0.3512	31.2982	1866	12	13	0.3769	0	0.97
k127_1487176 flag=1 multi=83.9699 len=3149	1.0508	3149	0.3858	31.5973	995	15	9	0.4017	0	2.01
k127_1494353 flag=0 multi=102.0000 len=2551	0.4363	2551	0.3728	23.2066	592	4	4	0.3934	0	0.91
k127_1494831 flag=0 multi=54.5368 len=9831	0.6844	9831	0.3720	34.9710	3438	25	26	0.3964	0	1.19
k127_1517140 flag=0 multi=177.2524 len=7648	0.6590	7648	0.3685	35.9048	2746	20	18	0.3886	0	1.03
k127_1543907 flag=0 multi=58.0050 len=2544	0.5861	2544	0.3679	39.1509	996	5	6	0.3690	0	0.80
k127_1546690 flag=0 multi=64.9888 len=3440	1.8076	3440	0.3596	57.0640	1963	23	25	0.3560	1	3.98
k127_1562365 flag=0 multi=48.5553 len=5110	0.3270	5110	0.3757	18.6888	955	6	6	0.4056	0	0.79
k127_1574609 flag=0 multi=104.9238 len=2516	0.3998	2516	0.3307	21.4626	540	4	4	0.3972	0	0.80
k127_1594692 flag=0 multi=44.1464 len=3985	0.5375	3985	0.3709	27.0765	1079	10	6	0.3725	0	1.14
k127_1622261 flag=0 multi=73.0287 len=7369	1.4036	7369	0.3641	54.2814	4000	41	38	0.4118	1	2.33
k127_1624119 flag=0 multi=98.0000 len=3865	0.6600	3865	0.3332	37.0505	1432	8	11	0.3667	0	0.99
k127_1650980 flag=0 multi=173.3137 len=4038	1.2875	4038	0.3512	49.2818	1990	18	22	0.3474	0	2.30
k127_1669270 flag=0 multi=102.5116 len=6779	0.4538	6779	0.3714	25.8593	1753	14	10	0.4167	0	0.92
k127_1687608 flag=0 multi=116.0961 len=5497	1.4321	5497	0.3724	51.4281	2827	25	35	0.3665	1	2.04
k127_1704144 flag=0 multi=79.7840 len=5511	0.5734	5511	0.3620	39.2851	2165	13	11	0.3846	0	0.78
k127_1719127 flag=0 multi=111.4845 len=8812	1.7602	8812	0.3289	38.7994	3419	57	55	0.4035	0	3.84
k127_1719155 flag=0 multi=126.2784 len=6967	0.9895	6967	0.3608	37.3906	2605	27	25	0.3627	0	1.65
k127_1724052 flag=0 multi=126.1062 len=7075	0.5746	7075	0.3617	31.5901	2235	14	17	0.4061	0	1.02
k127_1729791 flag=0 multi=57.2175 len=4908	0.4894	4908	0.3586	29.7677	1461	9	8	0.3834	0	0.82
k127_1731505 flag=0 multi=103.0000 len=6291	0.7008	6291	0.3397	40.8997	2573	16	17	0.3773	0	1.13
k127_1739061 flag=0 multi=56.8622 len=8778	0.4584	8778	0.3584	28.0018	2458	15	16	0.3774	0	0.81
k127_1746792 flag=0 multi=63.9095 len=6470	0.4019	6470	0.3374	23.3539	1511	10	9	0.3860	0	0.78
k127_1759659 flag=1 multi=78.3059 len=5100	1.0424	5100	0.3704	40.4314	2062	20	18	0.4036	0	1.82
k127_1771951 flag=0 multi=58.3440 len=7414	0.6635	7414	0.3375	40.9765	3038	17	18	0.3569	0	0.95
k127_1784682 flag=0 multi=85.4863 len=22333	1.0021	22333	0.3652	45.8022	10229	77	87	0.3943	0	1.48
k127_1789967 flag=0 multi=67.0449 len=13197	0.8878	13197	0.3471	46.7530	6170	45	45	0.3740	0	1.31
k127_1796016 flag=1 multi=85.8682 len=5780	1.6036	5780	0.3569	58.1661	3362	24	23	0.3753	1	1.82
k127_1816462 flag=0 multi=93.3225 len=15111	1.4345	15111	0.3587	49.9173	7543	74	83	0.3892	0	2.25
k127_1844447 flag=0 multi=64.0394 len=3144	0.6447	3144	0.3772	28.8168	906	8	7	0.3575	0	1.15
